,date,count
239,2016-09-04,0
240,2016-09-05,0
241,2016-09-06,0
242,2016-09-07,1
243,2016-09-08,0
244,2016-09-09,0
245,2016-09-10,0
246,2016-09-11,0
247,2016-09-12,0
248,2016-09-13,0
249,2016-09-14,0
250,2016-09-15,0
251,2016-09-16,0
252,2016-09-17,0
253,2016-09-18,0
254,2016-09-19,0
255,2016-09-20,0
256,2016-09-21,0
257,2016-09-22,0
258,2016-09-23,0
259,2016-09-24,0
260,2016-09-25,1
261,2016-09-26,0
262,2016-09-27,0
263,2016-09-28,0
264,2016-09-29,0
265,2016-09-30,0
266,2016-10-01,0
267,2016-10-02,0
268,2016-10-03,0
269,2016-10-04,0
270,2016-10-05,0
271,2016-10-06,0
272,2016-10-07,0
273,2016-10-08,0
274,2016-10-09,0
275,2016-10-10,0
276,2016-10-11,0
277,2016-10-12,1
278,2016-10-13,0
279,2016-10-14,0
280,2016-10-15,0
281,2016-10-16,0
282,2016-10-17,0
283,2016-10-18,1
284,2016-10-19,0
285,2016-10-20,0
286,2016-10-21,0
287,2016-10-22,0
288,2016-10-23,0
289,2016-10-24,0
290,2016-10-25,0
291,2016-10-26,0
292,2016-10-27,0
293,2016-10-28,0
294,2016-10-29,0
295,2016-10-30,0
296,2016-10-31,0
297,2016-11-01,0
298,2016-11-02,0
299,2016-11-03,0
300,2016-11-04,0
301,2016-11-05,0
302,2016-11-06,0
303,2016-11-07,0
304,2016-11-08,0
305,2016-11-09,0
306,2016-11-10,0
307,2016-11-11,0
308,2016-11-12,1
309,2016-11-13,1
310,2016-11-14,0
311,2016-11-15,0
312,2016-11-16,0
313,2016-11-17,0
314,2016-11-18,0
315,2016-11-19,0
316,2016-11-20,0
317,2016-11-21,0
318,2016-11-22,0
319,2016-11-23,0
320,2016-11-24,0
321,2016-11-25,0
322,2016-11-26,0
323,2016-11-27,0
324,2016-11-28,0
325,2016-11-29,0
326,2016-11-30,0
327,2016-12-01,0
328,2016-12-02,0
329,2016-12-03,0
330,2016-12-04,0
331,2016-12-05,0
332,2016-12-06,0
333,2016-12-07,0
334,2016-12-08,0
335,2016-12-09,0
336,2016-12-10,0
337,2016-12-11,0
338,2016-12-12,0
339,2016-12-13,0
340,2016-12-14,0
341,2016-12-15,0
342,2016-12-16,0
343,2016-12-17,0
344,2016-12-18,0
345,2016-12-19,0
346,2016-12-20,0
347,2016-12-21,0
348,2016-12-22,0
349,2016-12-23,0
350,2016-12-24,0
351,2016-12-25,0
352,2016-12-26,0
353,2016-12-27,0
354,2016-12-28,0
355,2016-12-29,0
356,2016-12-30,0
357,2016-12-31,0
358,2017-01-01,0
359,2017-01-02,0
360,2017-01-03,0
361,2017-01-04,0
362,2017-01-05,0
363,2017-01-06,0
364,2017-01-07,0
365,2017-01-08,0
366,2017-01-09,0
367,2017-01-10,0
368,2017-01-11,0
369,2017-01-12,0
370,2017-01-13,0
371,2017-01-14,0
372,2017-01-15,0
373,2017-01-16,0
374,2017-01-17,0
375,2017-01-18,0
376,2017-01-19,0
377,2017-01-20,0
378,2017-01-21,0
379,2017-01-22,0
380,2017-01-23,0
381,2017-01-24,0
382,2017-01-25,1
383,2017-01-26,0
384,2017-01-27,0
385,2017-01-28,0
386,2017-01-29,0
387,2017-01-30,0
388,2017-01-31,0
389,2017-02-01,0
390,2017-02-02,0
391,2017-02-03,0
392,2017-02-04,0
393,2017-02-05,0
394,2017-02-06,0
395,2017-02-07,0
396,2017-02-08,0
397,2017-02-09,0
398,2017-02-10,0
399,2017-02-11,0
400,2017-02-12,0
401,2017-02-13,0
402,2017-02-14,0
403,2017-02-15,0
404,2017-02-16,0
405,2017-02-17,0
406,2017-02-18,0
407,2017-02-19,0
408,2017-02-20,0
409,2017-02-21,0
410,2017-02-22,0
411,2017-02-23,0
412,2017-02-24,0
413,2017-02-25,0
414,2017-02-26,0
415,2017-02-27,0
416,2017-02-28,0
417,2017-03-01,0
418,2017-03-02,0
419,2017-03-03,0
420,2017-03-04,0
421,2017-03-05,0
422,2017-03-06,0
423,2017-03-07,0
424,2017-03-08,0
425,2017-03-09,0
426,2017-03-10,0
427,2017-03-11,0
428,2017-03-12,0
429,2017-03-13,0
430,2017-03-14,0
431,2017-03-15,0
432,2017-03-16,0
433,2017-03-17,0
434,2017-03-18,0
435,2017-03-19,0
436,2017-03-20,0
437,2017-03-21,0
438,2017-03-22,0
439,2017-03-23,0
440,2017-03-24,0
441,2017-03-25,0
442,2017-03-26,0
443,2017-03-27,0
444,2017-03-28,0
445,2017-03-29,0
446,2017-03-30,0
447,2017-03-31,0
448,2017-04-01,0
449,2017-04-02,0
450,2017-04-03,0
451,2017-04-04,0
452,2017-04-05,2
453,2017-04-06,0
454,2017-04-07,0
455,2017-04-08,0
456,2017-04-09,0
457,2017-04-10,0
458,2017-04-11,0
459,2017-04-12,0
460,2017-04-13,0
461,2017-04-14,0
462,2017-04-15,0
463,2017-04-16,0
464,2017-04-17,1
465,2017-04-18,0
466,2017-04-19,0
467,2017-04-20,0
468,2017-04-21,0
469,2017-04-22,0
470,2017-04-23,0
471,2017-04-24,0
472,2017-04-25,0
473,2017-04-26,0
474,2017-04-27,0
475,2017-04-28,0
476,2017-04-29,0
477,2017-04-30,0
478,2017-05-01,0
479,2017-05-02,0
480,2017-05-03,0
481,2017-05-04,0
482,2017-05-05,0
483,2017-05-06,0
484,2017-05-07,0
485,2017-05-08,0
486,2017-05-09,0
487,2017-05-10,0
488,2017-05-11,0
489,2017-05-12,0
490,2017-05-13,0
491,2017-05-14,0
492,2017-05-15,0
493,2017-05-16,0
494,2017-05-17,0
495,2017-05-18,0
496,2017-05-19,0
497,2017-05-20,0
498,2017-05-21,0
499,2017-05-22,0
500,2017-05-23,0
501,2017-05-24,0
502,2017-05-25,0
503,2017-05-26,0
504,2017-05-27,0
505,2017-05-28,0
506,2017-05-29,0
507,2017-05-30,0
508,2017-05-31,0
509,2017-06-01,0
510,2017-06-02,0
511,2017-06-03,0
512,2017-06-04,0
513,2017-06-05,0
514,2017-06-06,0
515,2017-06-07,0
516,2017-06-08,0
517,2017-06-09,0
518,2017-06-10,0
519,2017-06-11,0
520,2017-06-12,0
521,2017-06-13,0
522,2017-06-14,0
523,2017-06-15,0
524,2017-06-16,0
525,2017-06-17,0
526,2017-06-18,0
527,2017-06-19,0
528,2017-06-20,0
529,2017-06-21,4
530,2017-06-22,0
531,2017-06-23,1
532,2017-06-24,0
533,2017-06-25,0
534,2017-06-26,0
535,2017-06-27,3
536,2017-06-28,0
537,2017-06-29,0
538,2017-06-30,0
539,2017-07-01,0
540,2017-07-02,0
541,2017-07-03,0
542,2017-07-04,0
543,2017-07-05,0
544,2017-07-06,0
545,2017-07-07,0
546,2017-07-08,0
547,2017-07-09,0
548,2017-07-10,0
549,2017-07-11,0
550,2017-07-12,0
551,2017-07-13,0
552,2017-07-14,0
553,2017-07-15,2
554,2017-07-16,0
555,2017-07-17,0
556,2017-07-18,0
557,2017-07-19,0
558,2017-07-20,0
559,2017-07-21,0
560,2017-07-22,0
561,2017-07-23,0
562,2017-07-24,0
563,2017-07-25,0
564,2017-07-26,0
565,2017-07-27,0
566,2017-07-28,0
567,2017-07-29,0
568,2017-07-30,0
569,2017-07-31,0
570,2017-08-01,0
571,2017-08-02,0
572,2017-08-03,0
573,2017-08-04,0
574,2017-08-05,0
575,2017-08-06,0
576,2017-08-07,0
577,2017-08-08,0
578,2017-08-09,0
579,2017-08-10,0
580,2017-08-11,0
581,2017-08-12,0
582,2017-08-13,0
583,2017-08-14,0
584,2017-08-15,0
585,2017-08-16,0
586,2017-08-17,0
587,2017-08-18,0
588,2017-08-19,0
589,2017-08-20,0
590,2017-08-21,0
591,2017-08-22,0
592,2017-08-23,0
593,2017-08-24,0
594,2017-08-25,0
595,2017-08-26,0
596,2017-08-27,0
597,2017-08-28,0
598,2017-08-29,0
599,2017-08-30,0
600,2017-08-31,0
601,2017-09-01,0
602,2017-09-02,0
603,2017-09-03,0
604,2017-09-04,0
605,2017-09-05,0
606,2017-09-06,0
607,2017-09-07,0
608,2017-09-08,0
609,2017-09-09,0
610,2017-09-10,0
611,2017-09-11,0
612,2017-09-12,0
613,2017-09-13,0
614,2017-09-14,0
615,2017-09-15,0
616,2017-09-16,0
617,2017-09-17,0
618,2017-09-18,0
619,2017-09-19,0
620,2017-09-20,0
621,2017-09-21,0
622,2017-09-22,0
623,2017-09-23,0
624,2017-09-24,0
625,2017-09-25,0
626,2017-09-26,0
627,2017-09-27,0
628,2017-09-28,0
629,2017-09-29,0
630,2017-09-30,0
631,2017-10-01,0
632,2017-10-02,0
633,2017-10-03,0
634,2017-10-04,0
635,2017-10-05,0
636,2017-10-06,0
637,2017-10-07,0
638,2017-10-08,0
639,2017-10-09,0
640,2017-10-10,0
641,2017-10-11,0
642,2017-10-12,0
643,2017-10-13,0
644,2017-10-14,0
645,2017-10-15,0
646,2017-10-16,0
647,2017-10-17,0
648,2017-10-18,0
649,2017-10-19,0
650,2017-10-20,2
651,2017-10-21,0
652,2017-10-22,0
653,2017-10-23,0
654,2017-10-24,0
655,2017-10-25,0
656,2017-10-26,0
657,2017-10-27,0
658,2017-10-28,0
659,2017-10-29,0
660,2017-10-30,0
661,2017-10-31,0
662,2017-11-01,0
663,2017-11-02,0
664,2017-11-03,0
665,2017-11-04,2
666,2017-11-05,0
667,2017-11-06,0
668,2017-11-07,0
669,2017-11-08,0
670,2017-11-09,0
671,2017-11-10,0
672,2017-11-11,0
673,2017-11-12,0
674,2017-11-13,0
675,2017-11-14,0
676,2017-11-15,0
677,2017-11-16,0
678,2017-11-17,0
679,2017-11-18,0
680,2017-11-19,0
681,2017-11-20,0
682,2017-11-21,0
683,2017-11-22,0
684,2017-11-23,0
685,2017-11-24,0
686,2017-11-25,0
687,2017-11-26,0
688,2017-11-27,2
689,2017-11-28,0
690,2017-11-29,0
691,2017-11-30,0
692,2017-12-01,0
693,2017-12-02,0
694,2017-12-03,0
695,2017-12-04,0
696,2017-12-05,0
697,2017-12-06,0
698,2017-12-07,0
699,2017-12-08,0
700,2017-12-09,0
701,2017-12-10,0
702,2017-12-11,0
703,2017-12-12,0
704,2017-12-13,0
705,2017-12-14,0
706,2017-12-15,0
707,2017-12-16,0
708,2017-12-17,0
709,2017-12-18,0
710,2017-12-19,0
711,2017-12-20,0
712,2017-12-21,0
713,2017-12-22,0
714,2017-12-23,0
715,2017-12-24,0
716,2017-12-25,0
717,2017-12-26,0
718,2017-12-27,0
719,2017-12-28,0
720,2017-12-29,0
721,2017-12-30,0
722,2017-12-31,0
723,2018-01-01,0
724,2018-01-02,0
725,2018-01-03,0
726,2018-01-04,0
727,2018-01-05,0
728,2018-01-06,0
729,2018-01-07,0
730,2018-01-08,0
731,2018-01-09,0
732,2018-01-10,0
733,2018-01-11,0
734,2018-01-12,0
735,2018-01-13,0
736,2018-01-14,0
737,2018-01-15,0
738,2018-01-16,0
739,2018-01-17,0
740,2018-01-18,0
741,2018-01-19,0
742,2018-01-20,0
743,2018-01-21,0
744,2018-01-22,0
745,2018-01-23,0
746,2018-01-24,0
747,2018-01-25,0
748,2018-01-26,0
749,2018-01-27,0
750,2018-01-28,0
751,2018-01-29,0
752,2018-01-30,0
753,2018-01-31,0
754,2018-02-01,0
755,2018-02-02,0
756,2018-02-03,0
757,2018-02-04,0
758,2018-02-05,0
759,2018-02-06,1
760,2018-02-07,0
761,2018-02-08,0
762,2018-02-09,0
763,2018-02-10,0
764,2018-02-11,0
765,2018-02-12,0
766,2018-02-13,0
767,2018-02-14,0
768,2018-02-15,0
769,2018-02-16,0
770,2018-02-17,0
771,2018-02-18,0
772,2018-02-19,0
773,2018-02-20,0
774,2018-02-21,0
775,2018-02-22,0
776,2018-02-23,0
777,2018-02-24,0
778,2018-02-25,0
779,2018-02-26,0
780,2018-02-27,0
781,2018-02-28,0
782,2018-03-01,0
783,2018-03-02,2
784,2018-03-03,0
785,2018-03-04,0
786,2018-03-05,0
787,2018-03-06,0
788,2018-03-07,0
789,2018-03-08,0
790,2018-03-09,0
791,2018-03-10,0
792,2018-03-11,0
793,2018-03-12,0
794,2018-03-13,0
795,2018-03-14,0
796,2018-03-15,0
797,2018-03-16,0
798,2018-03-17,0
799,2018-03-18,0
800,2018-03-19,0
801,2018-03-20,0
802,2018-03-21,0
803,2018-03-22,0
804,2018-03-23,0
805,2018-03-24,0
806,2018-03-25,0
807,2018-03-26,0
808,2018-03-27,0
809,2018-03-28,0
810,2018-03-29,0
811,2018-03-30,0
812,2018-03-31,0
813,2018-04-01,1
814,2018-04-02,0
815,2018-04-03,0
816,2018-04-04,0
817,2018-04-05,0
818,2018-04-06,0
819,2018-04-07,0
820,2018-04-08,0
821,2018-04-09,0
822,2018-04-10,0
823,2018-04-11,0
824,2018-04-12,0
825,2018-04-13,0
826,2018-04-14,1
827,2018-04-15,3
828,2018-04-16,0
829,2018-04-17,1
830,2018-04-18,7
831,2018-04-19,3
832,2018-04-20,0
833,2018-04-21,0
834,2018-04-22,0
835,2018-04-23,0
836,2018-04-24,0
837,2018-04-25,0
838,2018-04-26,0
839,2018-04-27,0
840,2018-04-28,0
841,2018-04-29,1
842,2018-04-30,1
843,2018-05-01,2
844,2018-05-02,0
845,2018-05-03,0
846,2018-05-04,0
847,2018-05-05,0
848,2018-05-06,0
849,2018-05-07,0
850,2018-05-08,0
851,2018-05-09,0
852,2018-05-10,0
853,2018-05-11,0
854,2018-05-12,0
855,2018-05-13,0
856,2018-05-14,4
857,2018-05-15,0
858,2018-05-16,0
859,2018-05-17,0
860,2018-05-18,0
861,2018-05-19,1
862,2018-05-20,0
863,2018-05-21,1
864,2018-05-22,0
865,2018-05-23,0
866,2018-05-24,3
867,2018-05-25,0
868,2018-05-26,0
869,2018-05-27,0
870,2018-05-28,0
871,2018-05-29,0
872,2018-05-30,0
873,2018-05-31,1
874,2018-06-01,0
875,2018-06-02,0
876,2018-06-03,3
877,2018-06-04,0
878,2018-06-05,0
879,2018-06-06,0
880,2018-06-07,0
881,2018-06-08,0
882,2018-06-09,0
883,2018-06-10,0
884,2018-06-11,0
885,2018-06-12,0
886,2018-06-13,2
887,2018-06-14,0
888,2018-06-15,1
889,2018-06-16,0
890,2018-06-17,3
891,2018-06-18,3
892,2018-06-19,9
893,2018-06-20,0
894,2018-06-21,0
895,2018-06-22,0
896,2018-06-23,0
897,2018-06-24,0
898,2018-06-25,0
899,2018-06-26,1
900,2018-06-27,0
901,2018-06-28,0
902,2018-06-29,0
903,2018-06-30,0
904,2018-07-01,0
905,2018-07-02,0
906,2018-07-03,0
907,2018-07-04,0
908,2018-07-05,0
909,2018-07-06,1
910,2018-07-07,0
911,2018-07-08,0
912,2018-07-09,0
913,2018-07-10,0
914,2018-07-11,0
915,2018-07-12,0
916,2018-07-13,0
917,2018-07-14,0
918,2018-07-15,0
919,2018-07-16,0
920,2018-07-17,0
921,2018-07-18,0
922,2018-07-19,0
923,2018-07-20,0
924,2018-07-21,0
925,2018-07-22,0
926,2018-07-23,0
927,2018-07-24,0
928,2018-07-25,0
929,2018-07-26,0
930,2018-07-27,0
931,2018-07-28,0
932,2018-07-29,0
933,2018-07-30,0
934,2018-07-31,0
935,2018-08-01,0
936,2018-08-02,0
937,2018-08-03,0
938,2018-08-04,0
939,2018-08-05,0
940,2018-08-06,0
941,2018-08-07,0
942,2018-08-08,0
943,2018-08-09,0
944,2018-08-10,0
945,2018-08-11,0
946,2018-08-12,0
947,2018-08-13,0
948,2018-08-14,0
949,2018-08-15,0
950,2018-08-16,0
951,2018-08-17,0
952,2018-08-18,0
953,2018-08-19,0
954,2018-08-20,0
955,2018-08-21,0
956,2018-08-22,0
957,2018-08-23,0
958,2018-08-24,0
959,2018-08-25,0
960,2018-08-26,0
961,2018-08-27,0
962,2018-08-28,0
963,2018-08-29,1
964,2018-08-30,0
965,2018-08-31,0
966,2018-09-01,0
967,2018-09-02,0
968,2018-09-03,0
969,2018-09-04,0
970,2018-09-05,0
971,2018-09-06,0
972,2018-09-07,0
973,2018-09-08,0
974,2018-09-09,0
975,2018-09-10,0
976,2018-09-11,0
977,2018-09-12,0
978,2018-09-13,0
979,2018-09-14,0
980,2018-09-15,0
981,2018-09-16,0
982,2018-09-17,0
983,2018-09-18,0
984,2018-09-19,0
985,2018-09-20,0
986,2018-09-21,0
987,2018-09-22,0
988,2018-09-23,0
989,2018-09-24,0
990,2018-09-25,0
991,2018-09-26,0
992,2018-09-27,0
993,2018-09-28,0
994,2018-09-29,0
995,2018-09-30,0
996,2018-10-01,0
997,2018-10-02,0
998,2018-10-03,0
999,2018-10-04,0
1000,2018-10-05,0
1001,2018-10-06,0
1002,2018-10-07,0
1003,2018-10-08,0
1004,2018-10-09,0
1005,2018-10-10,0
1006,2018-10-11,0
1007,2018-10-12,0
1008,2018-10-13,0
1009,2018-10-14,5
1010,2018-10-15,0
1011,2018-10-16,0
1012,2018-10-17,0
1013,2018-10-18,0
1014,2018-10-19,0
1015,2018-10-20,0
1016,2018-10-21,0
1017,2018-10-22,0
1018,2018-10-23,0
1019,2018-10-24,0
1020,2018-10-25,0
1021,2018-10-26,0
1022,2018-10-27,0
1023,2018-10-28,0
1024,2018-10-29,0
1025,2018-10-30,0
1026,2018-10-31,0
1027,2018-11-01,0
1028,2018-11-02,0
1029,2018-11-03,0
1030,2018-11-04,0
1031,2018-11-05,0
1032,2018-11-06,0
1033,2018-11-07,0
1034,2018-11-08,0
1035,2018-11-09,0
1036,2018-11-10,0
1037,2018-11-11,0
1038,2018-11-12,0
1039,2018-11-13,0
1040,2018-11-14,0
1041,2018-11-15,0
1042,2018-11-16,0
1043,2018-11-17,0
1044,2018-11-18,0
1045,2018-11-19,0
1046,2018-11-20,0
1047,2018-11-21,0
1048,2018-11-22,0
1049,2018-11-23,0
1050,2018-11-24,0
1051,2018-11-25,0
1052,2018-11-26,0
1053,2018-11-27,0
1054,2018-11-28,0
1055,2018-11-29,0
1056,2018-11-30,0
1057,2018-12-01,0
1058,2018-12-02,0
1059,2018-12-03,0
1060,2018-12-04,0
1061,2018-12-05,0
1062,2018-12-06,0
1063,2018-12-07,0
1064,2018-12-08,0
1065,2018-12-09,0
1066,2018-12-10,0
1067,2018-12-11,0
1068,2018-12-12,0
1069,2018-12-13,0
1070,2018-12-14,0
1071,2018-12-15,0
1072,2018-12-16,0
1073,2018-12-17,0
1074,2018-12-18,0
1075,2018-12-19,0
1076,2018-12-20,0
1077,2018-12-21,0
1078,2018-12-22,0
1079,2018-12-23,0
1080,2018-12-24,0
1081,2018-12-25,0
1082,2018-12-26,0
1083,2018-12-27,0
1084,2018-12-28,0
1085,2018-12-29,0
1086,2018-12-30,0
1087,2018-12-31,0
1088,2019-01-01,0
1089,2019-01-02,0
1090,2019-01-03,0
1091,2019-01-04,0
1092,2019-01-05,0
1093,2019-01-06,0
1094,2019-01-07,0
1095,2019-01-08,0
1096,2019-01-09,0
1097,2019-01-10,0
1098,2019-01-11,0
1099,2019-01-12,0
1100,2019-01-13,0
1101,2019-01-14,0
1102,2019-01-15,0
1103,2019-01-16,0
1104,2019-01-17,0
1105,2019-01-18,0
1106,2019-01-19,0
1107,2019-01-20,0
1108,2019-01-21,0
1109,2019-01-22,0
1110,2019-01-23,0
1111,2019-01-24,0
1112,2019-01-25,0
1113,2019-01-26,0
1114,2019-01-27,0
1115,2019-01-28,0
1116,2019-01-29,0
1117,2019-01-30,0
1118,2019-01-31,0
1119,2019-02-01,0
1120,2019-02-02,0
1121,2019-02-03,0
1122,2019-02-04,0
1123,2019-02-05,0
1124,2019-02-06,0
1125,2019-02-07,0
1126,2019-02-08,0
1127,2019-02-09,0
1128,2019-02-10,0
1129,2019-02-11,0
1130,2019-02-12,0
1131,2019-02-13,0
1132,2019-02-14,0
1133,2019-02-15,0
1134,2019-02-16,0
1135,2019-02-17,0
1136,2019-02-18,0
1137,2019-02-19,0
1138,2019-02-20,0
1139,2019-02-21,0
1140,2019-02-22,0
1141,2019-02-23,0
1142,2019-02-24,0
1143,2019-02-25,0
1144,2019-02-26,0
1145,2019-02-27,0
1146,2019-02-28,0
1147,2019-03-01,0
1148,2019-03-02,0
1149,2019-03-03,0
1150,2019-03-04,0
1151,2019-03-05,0
1152,2019-03-06,0
1153,2019-03-07,0
1154,2019-03-08,0
1155,2019-03-09,0
1156,2019-03-10,0
1157,2019-03-11,0
1158,2019-03-12,0
1159,2019-03-13,0
1160,2019-03-14,0
1161,2019-03-15,0
1162,2019-03-16,0
1163,2019-03-17,0
1164,2019-03-18,0
1165,2019-03-19,0
1166,2019-03-20,0
1167,2019-03-21,0
1168,2019-03-22,0
1169,2019-03-23,0
1170,2019-03-24,0
1171,2019-03-25,0
1172,2019-03-26,0
1173,2019-03-27,0
1174,2019-03-28,0
1175,2019-03-29,0
1176,2019-03-30,0
1177,2019-03-31,0
1178,2019-04-01,0
1179,2019-04-02,0
1180,2019-04-03,0
1181,2019-04-04,0
1182,2019-04-05,0
1183,2019-04-06,0
1184,2019-04-07,0
1185,2019-04-08,0
1186,2019-04-09,0
1187,2019-04-10,0
1188,2019-04-11,0
1189,2019-04-12,0
1190,2019-04-13,0
1191,2019-04-14,0
1192,2019-04-15,0
1193,2019-04-16,0
1194,2019-04-17,0
1195,2019-04-18,0
1196,2019-04-19,0
1197,2019-04-20,0
1198,2019-04-21,0
1199,2019-04-22,0
1200,2019-04-23,0
1201,2019-04-24,0
1202,2019-04-25,0
1203,2019-04-26,0
1204,2019-04-27,0
1205,2019-04-28,0
1206,2019-04-29,0
1207,2019-04-30,0
1208,2019-05-01,0
1209,2019-05-02,0
1210,2019-05-03,0
1211,2019-05-04,0
1212,2019-05-05,0
1213,2019-05-06,0
1214,2019-05-07,0
1215,2019-05-08,0
1216,2019-05-09,0
1217,2019-05-10,0
1218,2019-05-11,0
1219,2019-05-12,0
1220,2019-05-13,0
1221,2019-05-14,0
1222,2019-05-15,0
1223,2019-05-16,0
1224,2019-05-17,0
1225,2019-05-18,0
1226,2019-05-19,0
1227,2019-05-20,0
1228,2019-05-21,0
1229,2019-05-22,0
1230,2019-05-23,0
1231,2019-05-24,0
1232,2019-05-25,0
1233,2019-05-26,0
1234,2019-05-27,0
1235,2019-05-28,0
1236,2019-05-29,0
1237,2019-05-30,0
1238,2019-05-31,0
1239,2019-06-01,0
1240,2019-06-02,0
1241,2019-06-03,0
1242,2019-06-04,0
1243,2019-06-05,0
1244,2019-06-06,0
1245,2019-06-07,0
1246,2019-06-08,0
1247,2019-06-09,1
1248,2019-06-10,0
